event_cause,latitude,longitude,priority,requires_road_closure,duration_min
vehicle_breakdown,12.9840844,77.6405155,High,0,3.7787415666666666
vehicle_breakdown,12.9729384,77.5128128,Low,0,2.6236583
vehicle_breakdown,12.926154,77.676723,High,0,97.77232951666666
tree_fall,12.95372239,77.57679302,Low,0,31.31014948333333
road_conditions,12.9219507,77.5602425,High,0,62.264017833333334
construction,13.0483242,77.6450836,Low,0,1911.9671419166666
vehicle_breakdown,12.9846104,77.5724988,Low,0,63.30596091666666
congestion,13.0408936,77.6175047,High,0,37.785654916666665
vehicle_breakdown,13.0166851,77.5590135,High,0,13.265553916666667
others,12.9607315,77.5043785,Low,0,34.995653966666666
vehicle_breakdown,13.0354502,77.5266678,High,0,28.267420583333333
vehicle_breakdown,12.9225338,77.6456041,High,0,120.9917747
others,13.0312086,77.5244957,Low,1,313.8667528
road_conditions,12.9289557,77.5677555,Low,0,1.6786465666666668
others,12.95291122,77.54039654,High,0,4.119737566666667
accident,12.9863112,77.6475171,High,0,41.571545316666665
vehicle_breakdown,12.9370003,77.5202782,High,0,34.62066285
others,13.1014663,77.5866177,Low,0,1764.0597806833332
water_logging,12.8995982,77.6010296,High,0,2568.2762129999996
vehicle_breakdown,12.9898379,77.5719635,Low,0,122.88383688333333
vehicle_breakdown,12.9255212,77.5496526,High,0,45.38100588333334
vehicle_breakdown,12.9305032,77.5802774,Low,0,27.755491966666668
vehicle_breakdown,12.91304392,77.62528618,High,0,15.762067949999999
vehicle_breakdown,12.9959803,77.667998,High,0,124.13244701666667
congestion,13.0412942,77.6226947,High,0,136.03228926666668
vehicle_breakdown,12.9633836,77.5814857,High,0,28.3823993
vehicle_breakdown,12.9901789,77.5037504,High,0,25.321667083333335
vehicle_breakdown,12.9874519,77.587879,High,0,49.688574949999996
tree_fall,12.9884191,77.5887931,High,1,141.58774876666666
vehicle_breakdown,13.0932487,77.59516,High,0,65.21049980000001
vehicle_breakdown,12.9784305,77.5707735,Low,0,21.79317205
vehicle_breakdown,13.0820698,77.5929525,High,0,65.78450945
others,12.963011,77.5664503,High,0,388.87556163333335
vehicle_breakdown,12.9930034,77.5954144,Low,0,10.24884315
vehicle_breakdown,13.0435867,77.6046833,High,0,29.929127866666665
vehicle_breakdown,12.8999989,77.6009931,High,0,29.872228166666666
vehicle_breakdown,13.0411089,77.5457736,High,0,9.129387033333334
vehicle_breakdown,12.9179413,77.6216552,High,0,47.78352503333333
accident,12.9435108,77.57773,Low,0,64.67699146666666
vehicle_breakdown,12.9162843,77.6155072,Low,0,26.454950033333333
vehicle_breakdown,12.9637192,77.5852885,High,0,41.276453733333334
vehicle_breakdown,12.992609,77.5852714,High,0,112.91873355
others,12.9902179,77.5034639,High,0,222.83057628333333
vehicle_breakdown,13.0008671,77.5713369,Low,0,116.41837865000001
vehicle_breakdown,12.9863247,77.6478879,High,0,75.1976845
construction,12.9392452,77.6951606,High,1,34.097350649999996
vehicle_breakdown,12.9819279,77.5948338,High,0,60.0840213
vehicle_breakdown,13.141795,77.6173483,High,0,37.39451276666667
accident,12.8795724,77.6462409,High,1,74.62887731666666
vehicle_breakdown,13.0422576,77.6130097,High,0,5.132183783333333
vehicle_breakdown,12.99608379,77.66816426,High,0,10.619932433333334
vehicle_breakdown,13.0079815,77.662382,High,1,130.6786535
others,13.0017102,77.5836286,High,0,8.213493783333332
tree_fall,13.0514402,77.5391192,Low,0,48.916281016666666
vehicle_breakdown,13.0852483,77.5535017,Low,0,136.8639617
vehicle_breakdown,12.9144561,77.5999649,High,0,64.36110058333334
vehicle_breakdown,12.91700531,77.67319232,Low,0,33.71126616666667
pot_holes,12.916738,77.5950034,Low,0,3178.6211948333334
vehicle_breakdown,13.1038182,77.6007158,High,0,9.070594583333333
vehicle_breakdown,12.958647,77.5552335,High,0,41.391337183333334
vehicle_breakdown,12.9460623,77.4960791,Low,0,126.48344196666667
vehicle_breakdown,12.9982804,77.6634974,High,0,102.31517605
vehicle_breakdown,12.94561,77.4956717,Low,0,41.372690049999996
vehicle_breakdown,12.9890857,77.5078147,High,0,17.968402516666668
vehicle_breakdown,12.9888489,77.5081285,High,0,21.802958333333333
vehicle_breakdown,12.98872,77.508568,High,0,23.663874933333332
vehicle_breakdown,12.9591821,77.5556361,High,0,75.36809358333333
vehicle_breakdown,12.9529814,77.541538,High,0,58.13958933333333
vehicle_breakdown,12.9889692,77.50772,High,1,79.74376296666667
vehicle_breakdown,12.9658196,77.5954635,High,0,94.79220713333333
vehicle_breakdown,12.9598662,77.5743609,Low,0,25.561851433333334
vehicle_breakdown,12.9602988,77.5049763,Low,0,161.71242263333335
others,12.9670926,77.5041168,Low,0,6.989937633333333
vehicle_breakdown,13.015908,77.5610463,High,0,50.01750633333334
vehicle_breakdown,12.9243827,77.6178836,High,0,68.04666115
vehicle_breakdown,13.0436169,77.5531968,High,0,93.07605395
vehicle_breakdown,12.9386404,77.5983956,Low,0,5.5782576666666674
vehicle_breakdown,12.8838862,77.6434895,High,0,13.4008989
vehicle_breakdown,12.9381961,77.5221042,High,0,90.53504385
vehicle_breakdown,12.9396328,77.5979386,Low,0,11.603118716666668
vehicle_breakdown,12.922821,77.6693893,High,0,10.9303683
vehicle_breakdown,12.9535784,77.5422814,High,0,99.55250774999999
water_logging,12.93884,77.6951109,High,0,2880.9232620166667
vehicle_breakdown,12.9603,77.5050083,Low,0,13.157230550000001
vehicle_breakdown,12.9358395,77.6149327,High,0,66.10073248333333
vehicle_breakdown,12.9330433,77.6117417,High,0,71.50056616666667
vehicle_breakdown,13.0462281,77.6027534,High,0,18.836651933333332
vehicle_breakdown,12.9286395,77.5864331,Low,0,117.39218681666667
vehicle_breakdown,13.00594,77.5930776,Low,0,110.46526
others,12.9711513,77.5071208,Low,0,533.57232925
others,13.001119,77.5839711,High,0,27.545034283333333
vehicle_breakdown,13.0121587,77.5692077,Low,0,10.638148583333333
vehicle_breakdown,12.9852233,77.4846533,Low,0,18.394525433333335
others,13.0202114,77.5838339,High,0,99.88255601666667
vehicle_breakdown,13.0436848,77.5538034,High,0,8.985578633333335
tree_fall,13.0616295,77.5761282,Low,0,16.6391068
vehicle_breakdown,13.0147144,77.5854668,High,0,12.881734533333335
vehicle_breakdown,12.9291283,77.61678,High,0,131.09396868333334
others,12.986025,77.48836,Low,0,19.304282750000002
vehicle_breakdown,12.9599647,77.7473051,Low,0,30.11519236666667
vehicle_breakdown,13.0435194,77.607812,High,0,25.278318449999997
vehicle_breakdown,12.8542041,77.664314,Low,0,18.72494986666667
vehicle_breakdown,12.982533,77.5886768,High,0,64.28767333333333
vehicle_breakdown,12.9681087,77.7017706,High,0,102.76117878333334
vehicle_breakdown,12.998964,77.583892,High,0,18.805689683333334
vehicle_breakdown,12.9662846,77.6069735,High,0,8.3890527
vehicle_breakdown,12.998492,77.5842973,High,0,112.30525148333332
others,12.9556047,77.6914427,High,0,66.22507335
vehicle_breakdown,12.8395194,77.6775618,Low,0,70.09457578333333
vehicle_breakdown,12.9888963,77.4990903,High,0,9.717715233333333
vehicle_breakdown,12.9483928,77.5937297,Low,0,61.030100583333336
vehicle_breakdown,13.0298275,77.539851,High,0,118.72338911666667
tree_fall,12.9831519,77.5883979,High,1,20.54189726666667
vehicle_breakdown,12.9877328,77.5722905,Low,0,15.591014699999999
vehicle_breakdown,12.9870566,77.5723588,Low,0,4.77378955
vehicle_breakdown,12.9879975,77.512117,High,0,15.929077366666666
vehicle_breakdown,12.9928164,77.5714316,Low,0,50.123021200000004
vehicle_breakdown,13.0195477,77.7085971,Low,0,42.71937091666667
vehicle_breakdown,13.0313911,77.5358465,High,0,66.27881596666667
vehicle_breakdown,12.9806936,77.5706825,Low,0,36.20208975
vehicle_breakdown,13.0984321,77.5986965,High,0,117.76879753333333
tree_fall,12.9863058,77.5890147,High,0,1443.1942532166665
vehicle_breakdown,12.9865858,77.5889172,High,0,5.4551318
vehicle_breakdown,13.0348153,77.5295849,High,0,43.37783213333333
vehicle_breakdown,12.9532425,77.5382008,High,0,11.974767750000002
vehicle_breakdown,13.0402335,77.544252,High,0,15.546527383333334
vehicle_breakdown,13.0197719,77.7086475,Low,0,14.166123566666666
congestion,13.0412739,77.6176409,High,0,72.70130863333334
vehicle_breakdown,12.8304088,77.6810331,Low,0,65.59525101666667
vehicle_breakdown,13.0391412,77.6237299,High,0,14.030502116666666
vehicle_breakdown,12.9932072,77.5850028,High,1,4.576298216666667
vehicle_breakdown,12.913892,77.5671955,High,0,82.4944742
vehicle_breakdown,12.979913,77.5642518,Low,0,16.363326316666665
vehicle_breakdown,13.0391723,77.7399836,Low,0,3.21337185
accident,13.0398967,77.5444783,High,0,9.1037502
road_conditions,12.9993009,77.583823,High,0,175.50373811666665
vehicle_breakdown,13.0390181,77.7400752,Low,0,122.89680243333333
vehicle_breakdown,12.9794789,77.5105977,Low,1,153.20900648333333
vehicle_breakdown,12.9620957,77.5636074,High,0,94.07856273333333
vehicle_breakdown,13.0189117,77.5839803,High,0,20.718708183333334
pot_holes,13.1212,77.6181383,Low,0,1801.1487678833332
vehicle_breakdown,13.040034,77.5438675,High,0,107.86730428333334
vehicle_breakdown,12.9994223,77.5411015,Low,0,38.377358533333336
vehicle_breakdown,12.9278187,77.600452,High,0,27.85295405
vehicle_breakdown,12.9167352,77.5952446,Low,0,112.04517458333333
vehicle_breakdown,12.9635794,77.5845525,High,0,39.481431066666666
vehicle_breakdown,13.0192054,77.7080819,Low,0,10.010460816666667
vehicle_breakdown,13.0449557,77.7482787,Low,0,15.370875883333333
accident,13.0167508,77.7036194,Low,0,45.76001521666667
others,12.9495506,77.699682,High,0,83.30453795
others,13.0046931,77.6360591,Low,0,4.885507283333333
road_conditions,13.0595733,77.5594,Low,0,566.6772309666667
others,12.9453679,77.5278975,High,0,69.93633795000001
vehicle_breakdown,12.9636634,77.5844901,High,0,57.164526783333336
vehicle_breakdown,13.0414567,77.546055,High,0,12.689850833333333
vehicle_breakdown,12.9455401,77.5280853,High,0,12.721911633333333
vehicle_breakdown,13.0303304,77.5372822,High,0,60.872188933333334
vehicle_breakdown,12.9843032,77.6029397,Low,0,55.578412783333334
vehicle_breakdown,13.0423323,77.5489953,High,0,24.837310600000002
vehicle_breakdown,12.9889559,77.5078589,High,0,53.36274408333334
vehicle_breakdown,13.0446549,77.6434811,Low,0,26.506782533333332
vehicle_breakdown,12.9171178,77.5851136,Low,0,26.544809666666666
vehicle_breakdown,12.95410975,77.54372584,High,0,51.91649708333333
vehicle_breakdown,12.9537342,77.5426696,High,0,68.26804354999999
construction,12.9363031,77.7054752,Low,0,2.2817703166666665
vehicle_breakdown,12.9919839,77.5753274,Low,0,43.907065366666664
vehicle_breakdown,12.9115311,77.5531343,Low,0,6.4820150000000005
vehicle_breakdown,12.9809837,77.6111124,High,0,13.161401233333333
others,12.8771996,77.59532,High,0,28.348933666666667
vehicle_breakdown,12.9767271,77.5139048,Low,0,20.946314283333333
vehicle_breakdown,12.9063191,77.5869003,High,0,54.41555578333334
vehicle_breakdown,12.9928216,77.5834901,High,0,27.87250365
others,12.9889708,77.5078533,High,0,55.317655916666666
vehicle_breakdown,12.919975,77.6200246,High,0,70.40309615
vehicle_breakdown,12.9507688,77.6995792,High,0,64.34689078333334
water_logging,12.9123815,77.5672185,High,0,245.19777885
vehicle_breakdown,12.8701487,77.6533914,High,0,18.99817295
others,13.0412633,77.6224617,High,0,4156.1516019
road_conditions,12.9750673,77.5522502,High,0,10024.195976733334
vehicle_breakdown,12.9823019,77.6333868,High,0,5.209710783333334
vehicle_breakdown,12.9531858,77.5418331,High,0,77.41273774999999
vehicle_breakdown,12.9610365,77.6383557,High,0,69.93821856666666
vehicle_breakdown,12.9528091,77.5374448,High,0,35.05276381666667
accident,13.1330567,77.695735,Low,0,52.07746276666667
construction,12.9985422,77.6004573,Low,1,9464.670240516665
construction,12.9957499,77.6019535,Low,1,9458.491297233333
others,12.9747652,77.5770774,Low,0,17.6889574
others,12.9125622,77.5673106,High,0,13.282436566666666
vehicle_breakdown,12.9735163,77.5797975,Low,0,33.299465850000004
vehicle_breakdown,13.0288936,77.5401833,High,0,64.56195151666667
vehicle_breakdown,12.9234922,77.61877,High,0,35.21883235
others,12.9560396,77.6211669,Low,0,31.519939366666666
congestion,13.0413786,77.621576,High,0,108.22733615
vehicle_breakdown,12.9700189,77.587367,High,0,2.2310387166666668
vehicle_breakdown,12.9662158,77.6066903,High,0,57.2864581
vehicle_breakdown,12.8906153,77.598287,High,0,61.725270716666664
vehicle_breakdown,12.8387034,77.677288,Low,1,144.07803846666667
vehicle_breakdown,12.9670049,77.5880678,High,0,9.91719885
vehicle_breakdown,12.9873679,77.5880617,High,0,95.13714321666666
vehicle_breakdown,13.1405683,77.6175583,High,0,36.75851303333333
vehicle_breakdown,12.9661525,77.606514,High,0,135.56645735
vehicle_breakdown,13.0429419,77.5510705,High,0,175.78652098333333
vehicle_breakdown,12.9698083,77.5870921,High,1,13.030755666666666
vehicle_breakdown,12.9899532,77.5027422,High,0,29.79472086666667
vehicle_breakdown,12.9982874,77.584033,High,0,23.743930483333333
vehicle_breakdown,13.0187546,77.5575815,High,0,50.50448333333333
vehicle_breakdown,13.0391447,77.5200292,High,0,29.0898873
vehicle_breakdown,12.9832629,77.5970564,High,0,15.373663483333333
vehicle_breakdown,12.8779683,77.6468617,High,0,88.63287516666666
vehicle_breakdown,12.9663203,77.6067507,High,0,85.63499211666667
accident,12.959984,77.5719862,Low,0,31.814843783333334
vehicle_breakdown,13.0065695,77.5785283,Low,0,16.525977933333333
others,12.9900947,77.5035716,High,0,8530.49384115
water_logging,13.0103336,77.697394,Low,0,1838.5423807833333
vehicle_breakdown,12.99965,77.67486,High,0,5.492729283333333
vehicle_breakdown,13.04013,77.5187098,High,0,71.25627258333334
tree_fall,13.0079479,77.6923977,Low,0,2289.517529416667
vehicle_breakdown,12.9169884,77.5864023,Low,0,66.43240593333333
others,12.9780361,77.5844453,Low,1,17.762820299999998
others,12.9169501,77.5883272,Low,0,60.46577085
vehicle_breakdown,12.9611979,77.558602,High,1,112.05360535
vehicle_breakdown,12.9170026,77.5888015,Low,0,55.35562983333333
vehicle_breakdown,13.0189656,77.5838671,High,0,146.3850152
vehicle_breakdown,12.8925839,77.5999375,High,0,86.29304546666667
vehicle_breakdown,12.9689732,77.5875001,High,0,110.00090083333333
congestion,13.041398,77.6223102,High,0,115.77675745
vehicle_breakdown,12.997975,77.553098,High,0,43.553649566666664
vehicle_breakdown,13.0389423,77.5198575,High,0,7.989997
vehicle_breakdown,13.0074068,77.6894547,Low,0,8.7919678
accident,12.9556017,77.5456522,High,1,39.028780866666665
vehicle_breakdown,13.0353033,77.52756,High,0,9.854202483333333
vehicle_breakdown,13.0829633,77.59313,High,0,105.73423235
vehicle_breakdown,12.935647,77.6933481,High,0,82.21110071666666
accident,13.0091574,77.6622936,High,0,41.37271345
construction,13.1173777,77.5777874,Low,0,1381.6930457333333
accident,12.9433634,77.5778127,Low,0,43.65988791666667
accident,12.9434044,77.5778786,Low,0,41.838232833333336
vehicle_breakdown,13.0193245,77.5529483,High,0,22.2301904
water_logging,12.9959395,77.5959461,Low,0,123.31325763333332
pot_holes,13.1029761,77.5856628,Low,0,3388.1434261833333
pot_holes,13.1028933,77.5855267,Low,0,3391.064447516667
others,13.025746,77.5210641,Low,0,15.814499816666666
others,12.9795816,77.5819175,Low,0,1670.6858849166667
vehicle_breakdown,12.9665342,77.5050712,Low,0,7.453080083333333
accident,13.0036663,77.6171413,High,0,68.80150233333333
vehicle_breakdown,12.9378809,77.5211092,High,0,111.61205211666667
road_conditions,12.989572,77.5016956,High,0,7234.8082011999995
vehicle_breakdown,12.9680089,77.6004777,High,0,125.65330900000001
vehicle_breakdown,12.9982847,77.6722483,Low,0,38.49233733333333
vehicle_breakdown,12.93753,77.6274494,High,0,91.30090236666666
vehicle_breakdown,12.9723745,77.5866446,Low,0,19.639472016666666
vehicle_breakdown,13.1036169,77.6005732,High,0,59.57834488333333
vehicle_breakdown,13.0292785,77.5396722,High,0,12.384581016666667
vehicle_breakdown,12.8570928,77.5889739,High,0,16.992135533333332
vehicle_breakdown,12.9875536,77.4751319,Low,0,13.267902833333332
vehicle_breakdown,13.1340883,77.616595,High,0,25.298768399999997
vehicle_breakdown,12.92118559,77.62042489,High,0,2.2634015499999998
vehicle_breakdown,13.0466837,77.5019219,Low,0,25.79376715
vehicle_breakdown,12.92115128,77.62051642,High,0,12.6312672
vehicle_breakdown,13.0160987,77.562282,High,0,16.656762166666667
construction,13.1188317,77.577265,Low,0,1311.6875813333331
others,13.0414005,77.6226506,High,0,8581.651106383333
vehicle_breakdown,13.0567366,77.5467281,Low,0,6.593964850000001
vehicle_breakdown,12.9520767,77.540499,High,0,45.96836663333333
vehicle_breakdown,12.9884265,77.6894444,High,0,42.19713446666666
vehicle_breakdown,12.9939612,77.5957973,Low,0,54.65853513333333
vehicle_breakdown,13.0264,77.544019,High,0,67.62782723333333
others,12.9999193,77.583985,High,0,122.96864301666666
vehicle_breakdown,12.9594917,77.6529369,High,0,113.27622685
vehicle_breakdown,13.0188053,77.553156,High,0,66.48960311666666
vehicle_breakdown,12.9667558,77.5875476,High,0,79.15418580000001
accident,13.1067566,77.6006731,High,0,22.644470733333332
vehicle_breakdown,12.9235986,77.5803287,Low,0,95.58107615
others,13.0209014,77.5287807,Low,0,3.5981080333333333
vehicle_breakdown,12.9169898,77.5968145,High,0,35.7911427
vehicle_breakdown,13.021709,77.5519174,High,0,84.46969001666666
vehicle_breakdown,12.9255742,77.6174592,High,0,14.2335291
vehicle_breakdown,12.9844596,77.6412874,High,0,33.554378899999996
vehicle_breakdown,12.95566159,77.72065301,High,0,30.59855698333333
vehicle_breakdown,12.9225247,77.6194594,High,0,59.47093031666667
vehicle_breakdown,12.92108,77.5734531,Low,0,28.422718233333335
vehicle_breakdown,13.0141472,77.5704446,Low,0,46.03317931666666
vehicle_breakdown,13.0288605,77.54001,High,0,105.15403339999999
vehicle_breakdown,12.9575137,77.5522652,High,0,97.20824538333333
vehicle_breakdown,13.147734,77.6187076,High,0,35.270044866666666
vehicle_breakdown,12.9541423,77.5436141,High,0,24.78094095
vehicle_breakdown,12.9480623,77.5985345,Low,0,103.95695343333334
others,12.9520172,77.544036,High,0,7852.317056133334
vehicle_breakdown,13.01898142,77.65531138,High,0,76.73107366666666
vehicle_breakdown,13.0360276,77.5892476,High,0,25.963968299999998
vehicle_breakdown,13.0289783,77.540115,High,0,47.135134183333335
others,13.1198,77.576805,Low,0,2024.4999115666665
vehicle_breakdown,13.2572966,77.7126622,Low,0,41.44027543333333
accident,13.0251258,77.5852107,High,0,52.424526316666665
vehicle_breakdown,12.9255403,77.6175176,High,0,21.590795766666666
vehicle_breakdown,12.9826166,77.569553,Low,0,149.32047236666668
vehicle_breakdown,12.9047523,77.5857161,High,0,21.186916433333334
vehicle_breakdown,12.9765795,77.611037,High,0,64.23054711666667
others,13.0162183,77.7092396,Low,1,6.63138725
vehicle_breakdown,12.9389553,77.6945893,High,0,10.150801150000001
vehicle_breakdown,12.9383509,77.6945235,High,0,146.0768349
vehicle_breakdown,12.9887505,77.4724214,Low,0,73.34186823333333
vehicle_breakdown,12.8399445,77.6769171,Low,0,56.471942150000004
vehicle_breakdown,12.9684836,77.5874438,High,0,63.264801049999996
vehicle_breakdown,12.9648556,77.5860566,High,0,2.348085033333333
vehicle_breakdown,12.916946,77.5871065,Low,0,111.59204438333333
others,12.9559471,77.7290451,High,0,99.1271216
vehicle_breakdown,13.0622879,77.6333968,High,0,46.373055349999994
tree_fall,12.9250715,77.6375839,Low,0,16.442733933333333
vehicle_breakdown,12.9879187,77.5741471,Low,0,48.24556945
vehicle_breakdown,13.0469513,77.5010307,Low,0,23.094677766666667
vehicle_breakdown,12.9775143,77.608447,High,0,10.697492350000001
vehicle_breakdown,13.08313,77.5938833,High,0,61.77526506666666
vehicle_breakdown,12.9250539,77.6180915,High,0,89.98981611666666
vehicle_breakdown,12.9664716,77.5949491,High,0,44.60061098333333
vehicle_breakdown,12.9655901,77.6195322,Low,0,102.37431906666667
others,12.9225895,77.6192286,High,0,330.18084595
tree_fall,13.0298298,77.5386426,High,0,239.99684209999998
vehicle_breakdown,13.0405183,77.5443817,High,0,83.04273458333334
vehicle_breakdown,12.9528879,77.5410156,High,0,17.988405883333332
vehicle_breakdown,12.9929454,77.5952517,Low,0,120.1229665
vehicle_breakdown,12.9898458,77.5026764,High,0,15.682897033333335
vehicle_breakdown,12.9687152,77.7011103,High,0,18.770652916666666
vehicle_breakdown,13.0723917,77.5927483,High,0,26.713455833333335
vehicle_breakdown,12.9609423,77.6382014,High,0,27.165104633333332
road_conditions,13.0088816,77.6964241,Low,0,7204.02068145
pot_holes,12.9832244,77.5960152,High,0,1.5017334166666667
vehicle_breakdown,12.989118,77.5082493,High,0,32.257464766666665
vehicle_breakdown,12.9933993,77.5742441,Low,0,72.78544391666667
vehicle_breakdown,12.9752109,77.5869675,Low,0,107.52890245
vehicle_breakdown,12.9774011,77.6269206,High,0,55.235213316666666
others,12.94750702,77.53336802,High,0,302.99378225
vehicle_breakdown,12.987823,77.512435,High,0,86.55830583333334
vehicle_breakdown,12.9566617,77.5495833,High,0,78.09311583333333
accident,12.9973228,77.6641514,High,0,34.21685993333333
vehicle_breakdown,13.0427284,77.5979712,High,0,22.854111483333334
vehicle_breakdown,12.87043927,77.65311466,High,0,2.5054130166666666
vehicle_breakdown,12.9864603,77.5211997,High,0,64.30445040000001
water_logging,13.0018428,77.5843292,High,0,6866.7838292666665
others,13.0658946,77.6517394,Low,0,9677.060467866666
construction,12.983856,77.577635,Low,0,21.925417683333333
others,13.0046075,77.5839114,High,0,14.34505785
vehicle_breakdown,12.9242728,77.6289004,Low,0,50.05725543333333
vehicle_breakdown,12.9608055,77.5837247,High,0,39.02434768333333
vehicle_breakdown,12.9996084,77.5837695,High,0,29.16649395
vehicle_breakdown,12.912748,77.5588434,Low,0,84.40798688333332
others,12.9561108,77.6939527,High,0,1.6053822999999998
vehicle_breakdown,13.030265,77.5376033,High,0,12.03063225
vehicle_breakdown,12.9674799,77.5881237,High,0,8.410828716666666
vehicle_breakdown,12.9366109,77.518765,High,0,23.780724000000003
pot_holes,13.033398,77.5690336,Low,0,2122.3967791833334
vehicle_breakdown,12.9504221,77.537437,High,0,29.734221366666667
vehicle_breakdown,12.9592669,77.5555347,High,0,60.74641678333333
others,13.1611682,77.595828,Low,0,38.768891116666666
vehicle_breakdown,12.9227216,77.5434673,Low,0,57.316075016666666
others,12.95259479,77.54110281,High,0,6.82868555
vehicle_breakdown,12.9736658,77.5133989,Low,0,54.46608108333333
vehicle_breakdown,13.034825,77.628625,High,0,40.761785499999995
vehicle_breakdown,12.967418,77.588269,High,0,90.19987731666667
vehicle_breakdown,13.0143908,77.5836271,High,0,86.78634966666667
vehicle_breakdown,12.9656183,77.7489031,Low,0,81.11977473333333
vehicle_breakdown,13.048748,77.5492821,Low,0,8.9473605
vehicle_breakdown,12.9747008,77.5706582,Low,1,30.47674805
vehicle_breakdown,12.9899456,77.5050229,High,0,67.566669
water_logging,12.9632366,77.5891728,Low,0,4.666376866666667
vehicle_breakdown,13.0364192,77.5247759,High,0,21.935244516666668
vehicle_breakdown,13.0186047,77.7071521,Low,0,31.711534466666667
vehicle_breakdown,12.9995843,77.6743103,Low,0,121.07565023333333
water_logging,12.9167593,77.5951407,Low,0,121.41991448333333
pot_holes,13.0005685,77.5839731,High,0,3171.436475616667
vehicle_breakdown,13.1247059,77.5743002,Low,0,27.73739315
vehicle_breakdown,12.9563033,77.5471671,High,0,9.4180207
vehicle_breakdown,13.0328676,77.5330108,High,0,9.946038833333334
pot_holes,12.9807787,77.6028248,High,1,45.08455431666666
vehicle_breakdown,13.0389307,77.625055,High,0,39.94712393333334
vehicle_breakdown,12.930687,77.5434701,High,0,47.0778124
vehicle_breakdown,12.9639551,77.588634,High,0,43.93709355
accident,12.9210146,77.6205632,High,0,19.286777033333333
vehicle_breakdown,13.0209793,77.5840805,High,0,26.211784233333333
vehicle_breakdown,12.9558953,77.5459545,High,0,20.760291183333333
pot_holes,13.0333937,77.5689916,Low,0,6753.669983233333
vehicle_breakdown,13.0400877,77.5186791,High,0,14.798998433333333
vehicle_breakdown,12.9730724,77.6986806,High,0,1.3184935833333333
water_logging,12.9832947,77.5956604,High,0,1397.64799305
vehicle_breakdown,13.0184217,77.56126,High,0,17.37361458333333
vehicle_breakdown,13.0099235,77.5058763,Low,0,137.26294234999997
vehicle_breakdown,12.9642504,77.5705495,High,0,55.2758047
vehicle_breakdown,12.9799244,77.5811144,Low,0,12.261251683333334
vehicle_breakdown,12.9874512,77.5194712,High,0,61.61077986666667
vehicle_breakdown,12.9869915,77.5190838,High,0,64.27595888333333
vehicle_breakdown,13.0201251,77.5838337,High,0,14.07579545
vehicle_breakdown,12.9220949,77.6452776,High,1,21.646528683333333
vehicle_breakdown,13.0908603,77.5965681,High,0,24.362505416666668
vehicle_breakdown,13.0287972,77.6206363,Low,0,39.91352521666667
vehicle_breakdown,12.9758667,77.5875667,Low,1,20.05264845
others,13.03502,77.5885367,High,0,4304.7043229
vehicle_breakdown,13.0389266,77.5181671,High,0,10.195782266666667
vehicle_breakdown,12.9572592,77.5518976,High,0,6.759156316666666
others,12.9593603,77.5558637,High,0,2073.54119145
vehicle_breakdown,13.0410532,77.5189396,High,0,23.556338
others,13.0492206,77.645498,Low,0,1954.8978021666667
congestion,13.0413404,77.6223957,High,0,157.83113301666666
others,12.9124633,77.6380122,Low,0,2.3584172666666663
vehicle_breakdown,13.0439611,77.5571076,High,0,98.79469238333333
vehicle_breakdown,12.9192208,77.5422099,Low,0,19.4802817
vehicle_breakdown,12.9616822,77.5842475,High,0,112.59205778333333
vehicle_breakdown,12.9749679,77.5866242,Low,0,36.436371050000005
vehicle_breakdown,12.995197,77.6084033,Low,0,41.06278635
vehicle_breakdown,13.1013365,77.5835663,Low,0,63.735437633333326
vehicle_breakdown,13.0423267,77.5489333,High,0,41.89284255
others,12.9749573,77.5746712,Low,0,12.775447683333335
congestion,13.0408793,77.6173343,High,0,52.42753255
others,12.9238396,77.5534147,High,0,20.280152166666667
others,12.9898548,77.5019798,High,0,13.76268395
tree_fall,12.91704,77.5838333,Low,0,48.95543648333333
vehicle_breakdown,12.9993376,77.584343,High,0,9.997270066666665
others,12.9139691,77.6779392,Low,0,3.0139137333333332
vehicle_breakdown,12.9713268,77.6195551,High,0,18.148097683333333
vehicle_breakdown,12.9365078,77.5179874,High,0,32.78711466666667
vehicle_breakdown,13.0530263,77.6460574,Low,0,104.44264348333333
congestion,12.988835,77.4725683,Low,1,12.732202816666668
vehicle_breakdown,13.0105086,77.58363,High,0,4.05119445
vehicle_breakdown,13.0735695,77.5033353,Low,0,42.46220125
water_logging,13.0392365,77.5181492,High,0,72.85393916666666
congestion,13.0413305,77.619256,High,0,154.51919141666667
vehicle_breakdown,12.9614379,77.5611814,High,0,31.87520885
vehicle_breakdown,12.9837217,77.6404533,High,0,78.34826575000001
vehicle_breakdown,13.0438821,77.5538565,High,0,29.89324733333333
vehicle_breakdown,12.9082725,77.6916917,Low,0,26.941963933333334
vehicle_breakdown,12.9211133,77.6204127,High,0,22.988230849999997
vehicle_breakdown,13.0216827,77.5519487,High,0,22.34844435
vehicle_breakdown,12.953076,77.5400812,High,0,24.466795816666668
vehicle_breakdown,12.9929258,77.5714901,Low,0,158.45544278333332
tree_fall,13.0122874,77.5090347,Low,0,92.98989458333334
vehicle_breakdown,12.9958759,77.5715134,Low,0,70.00693796666665
others,13.044021,77.508357,High,0,1848.5386914833332
construction,12.9160554,77.6168548,Low,1,3822.70962675
